news_title,news_content,news_source,news_pubtime,news_url
"Shooting for glory, not to kill - a refugee's Olympic goal","LAUSANNE ！ When Eritrean refugee Luna Solomon lifts her rifle at a Lausanne shooting range, she is aiming at a specific target: a spot at the Tokyo Olympics in......",National Post,2021/5/27,https://nationalpost.com/pmn/news-pmn/shooting-for-glory-not-to-kill-a-refugees-olympic-goal
Olympic cycling pair look to build on past experience,Three-time cycling Olympians Na Ah-reum and Lee Hye-jin will represent Team Korea once again in the cycling events at the 2020 Tokyo Olympics....,Korea Joongang Daily,2021/5/27,https://koreajoongangdaily.joins.com/2021/05/27/sports/more/Cycling-Na-Ahreum-Lee-Hyejin/20210527183900361.html
"US trusts Japan to prioritise public health safety at Olympics, says White House","According to Kyodo News, White House spokeswoman Karine Jean-Pierre on Wednesday (local time) said that the US trusts Japan's commitment to prioritize public health as it prepares to host the Tokyo Olympics amid coronavirus pandemic....",Hindustan Times,2021/5/27,https://www.hindustantimes.com/world-news/us-trusts-japan-to-prioritise-public-health-safety-at-olympics-says-white-house-101622108821206.html
Star Scotland duo picked for Team GB Olympics squad - but one ace misses out,Scotland Women's National Team stars Caroline Weir and Kim Little have been selected in the Team GB squad for the Tokyo Olympics this summer....,The Scotsman,2021/5/27,https://www.scotsman.com/sport/football/international/star-scotland-duo-picked-for-team-gb-olympics-squad-but-one-ace-misses-out-3252165
EU leaders express support for holding Tokyo Olympics,The European Union's two top officials have expressed support for holding the Tokyo Olympics despite growing opposition to the event in Japan because of the coronavirus pandemic...,The Independent,2021/5/27,https://www.independent.co.uk/news/eu-leaders-express-support-for-holding-tokyo-olympics-japan-ursula-von-der-leyen-brussels-charles-michel-tokyo-b1854922.html
EU leaders express support for holding Tokyo Olympics,The European Union's two top officials have expressed support for holding the Tokyo Olympics despite growing opposition to the event in Japan because of the coronavirus pandemic....,San Luis Obispo Tribune,2021/5/27,https://www.sanluisobispo.com/news/health-and-medicine/article251716568.html
Physician warns Tokyo Olympics could spread variants,A physician representing a Japanese medical body is warning holding the postponed Tokyo Olympics in two months could lead to the spread of variants of the coronavirus....,Atlanta Journal Constitution,2021/5/27,https://www.ajc.com/news/nation-world/physician-warns-tokyo-olympics-could-spread-variants/BYYOMBO5SNBN7GMUBY4GXLQHRY/
Cuban baseball player defects after arriving in Florida,"The Cuban Baseball Federation confirmed that Csar Prieto, one of the players on the national team, defected a few hours after the squad arrived in Florida to participate in a qualifying tournament for the Summer Olympics in Tokyo....",Orlando Sentinel,2021/5/27,https://www.orlandosentinel.com/sports/os-sp-cuban-baseball-player-defects-after-arriving-in-florida-20210527-bnwo6xvqmvc6vktbvetvajp2lu-story.html
Perth drag queen stands up for LGBT+ equality at Japan event,Scarlet Skylar Rae's musical performance protests laws which will be enforced at the Tokyo Olympics...,Daily Record,2021/5/27,https://www.dailyrecord.co.uk/news/local-news/perth-drag-queen-stands-up-24198124
"Tokyo Olympics: When are the games, will they go ahead and what is Covid like in Japan?","THE TOKYO OLYMPICS are finally set to go ahead this summer, but coronavirus cases are on the rise in Japan.Positivity remains within the International...",The Sun,2021/5/27,https://www.thesun.co.uk/sport/15088579/will-tokyo-olympics-go-ahead-coronavirus-japan/
"Canadian women's soccer coach Bev Priestman names roster for June friendlies against Czech Republic, Brazil",Canada will face the 27th-ranked Czechs on June 11 and No. 7 Brazil on June 14 as part of their preparations for this summer's Tokyo Olympics...,The Globe and Mail,2021/5/27,https://www.theglobeandmail.com/sports/soccer/article-canadian-womens-soccer-coach-bev-priestman-names-roster-for-june/
Why is there no Team GB men's football team but a women's football team at the Tokyo Olympics?,"THE TOKYO OLYMPICS will see Great Britain field a women's football team this summer, but there WON'T be a men's side.Hege Riise, the Team GB head coac...",The Sun,2021/5/27,https://www.thesun.co.uk/sport/15089787/team-gb-womens-football-tokyo-olympics-mens/
Japan medical groups warn over Olympics,"TOKYO, May 28 ！ A Tokyo medical group warned Thursday that the Olympics should be held without spectators because of virus risks, while a doctors' association urged outright cancellation, warning of potential ""disaster"". Several parts of...",Malay Mail Online,2021/5/28,https://www.malaymail.com/news/world/2021/05/28/japan-medical-groups-warn-over-olympics/1977579
Japan to extend virus emergency until a month before Olympics,"Meanwhile, a decision on whether to hold the Tokyo Olympics must be made by the end of June at the latest, International Olympic Committee member Dick Pound said in an interview....",Japan Times,2021/5/28,https://www.japantimes.co.jp/news/2021/05/28/national/state-of-emergency-olympics/
"Swimming: Sun Yang doping retrial ends, with verdict promised in time for Olympics",LAUSANNE (AFP) - Chinese swimmer Sun Yang's high-profile retrial on doping charges at the Court of Arbitration for Sport (CAS) ended on Thursday (May 27) after a two-day hearing which could clear the way for him to compete at the Tokyo Olympics.. Read...,The Strait Times,2021/5/28,https://www.straitstimes.com/sport/swimming-sun-yang-doping-retrial-ends-with-verdict-promised-in-time-for-olympics
Simmons backs Thybulle for Boomers,"As the Boomers look to win a maiden men's medal at the Tokyo Olympics, Ben Simmons has nominated a 76ers teammate to excel on the big stage....",Daily Mercury,2021/5/28,https://www.dailymercury.com.au/news/simmons-backs-thybulle-for-boomers/4267017/
No Tokyo Games for rugby sevens gold medalist Emilee Cherry,Emilee Cherry won't be at the Tokyo Olympics to help Australia defend the gold medal it won in the women's rugby sevens at Rio de Janeiro in 2016....,San Luis Obispo Tribune,2021/5/28,https://www.sanluisobispo.com/sports/article251742603.html
Japan to extend virus emergency until month before Olympics,"TOKYO: Japan will extend a coronavirus state of emergency in Tokyo and other areas on Friday until just a month before the Olympics, in a move that is likely to fuel concerns over whether the Games can be held safely....",Bangkok Post,2021/5/28,https://www.bangkokpost.com/world/2123215/japan-to-extend-virus-emergency-until-month-before-olympics
Japan to extend virus emergency with safe Olympics at stake,Japan is set to extend a coronavirus state of emergency in Tokyo and other areas with infections not yet slowing to levels it can safely host the Olympics opening in July...,The Independent,2021/5/28,https://www.independent.co.uk/news/japan-to-extend-virus-emergency-with-safe-olympics-at-stake-japan-tokyo-osaka-okinawa-covid-b1855564.html
Japan to extend virus emergency in Tokyo weeks before Olympics open,Japan is set to extend a coronavirus state of emergency in Tokyo and other areas with infections not yet slowing to levels at which it can safely host the Olympics opening in just over 50 days....,Irish Independent,2021/5/28,https://www.independent.ie/world-news/japan-to-extend-virus-emergency-in-tokyo-weeks-before-olympics-open-40478605.html
Japan to extend virus emergency with safe Olympics at stake,Japan is set to extend a coronavirus state of emergency in Tokyo and other areas with infections not yet slowing to levels it can safely host the Olympics opening in July....,San Luis Obispo Tribune,2021/5/28,https://www.sanluisobispo.com/news/business/article251744878.html
Japan to extend virus emergency until month before Olympics,"Rest of World News: TOKYO: Japan will extend a coronavirus state of emergency in Tokyo and other areas on Friday until just a month before the Olympics, in a move that is....",The Times of India,2021/5/28,https://timesofindia.indiatimes.com/world/rest-of-world/japan-to-extend-virus-emergency-until-month-before-olympics/articleshow/83026959.cms
Novak Djokovic unsure about competing at Olympics behind closed doors,World No. 1 Novak Djokovic said on Thursday that he would reconsider taking part in the Tokyo Olympics if spectators were banned from attending. Djokovic's...,Japan Times,2021/5/28,https://www.japantimes.co.jp/sports/2021/05/28/olympics/summer-olympics/djokovic-olympics-closed-doors/
Japan extends virus emergency until month before Games,"Japan's government on Friday extended a coronavirus emergency in Tokyo and other parts of the country until just a month before the Olympics, fuelling doubts about whether the Games can go ahead safely....",Courier Mail,2021/5/28,https://www.couriermail.com.au/news/breaking-news/japan-to-extend-virus-emergency-until-month-before-olympics/news-story/bc777802a7421dae050efd6823fd3390
Backlash grows against Olympics as Japan extends state of emergency,"Japan will extend the state of emergency in its biggest cities to late June, little more than a month before the Tokyo Olympics are due to take place.The decision will be announced this evening by the...",The Times,2021/5/28,https://www.thetimes.co.uk/article/backlash-grows-against-olympics-as-japan-extends-state-of-emergency-qtp9d0h3p
Badminton World Federation freezes rankings for Tokyo Games,Former top-ranked badminton player Saina Nehwal will miss the Tokyo Olympics after the Badminton World Federation froze the rankings and said there will be no more qualifying tournaments....,San Luis Obispo Tribune,2021/5/28,https://www.sanluisobispo.com/news/health-and-medicine/article251746378.html
Japan extends Covid-19 state of emergency,TOKYO: Japan on Friday extended a state of emergency in Tokyo and other areas by about three weeks to June 20 as the Covid-19 pandemic shows no signs of easing less than two months before the Summer Olympics open.The state of emergency in the capital and ...,Oman Observer,2021/5/28,https://www.omanobserver.om/article/1101475/world/asia/japan-extends-covid-19-state-of-emergency
Top Tokyo Lawmaker Calls for Option to Reconsider Olympics,"A leading ally of Tokyo's governor said Japan should retain the option of canceling or postponing the Summer Olympics, one of the first clear voices of doubt about the Games from political figures close to the organizers....",Wall Street Journal,2021/5/28,https://www.wsj.com/articles/top-tokyo-lawmaker-calls-for-option-to-reconsider-olympics-11622203465
Japan extends emergency to control covid before hosting Olympics,"Japanese Prime Minister Yoshihide Suga extended a state of emergency that includes Tokyo and other major cities, in a last-ditch effort to rein in Covid infections ahead of the capital hosting the Olympics in less than two months....",The Boston Globe,2021/5/28,https://www.bostonglobe.com/2021/05/28/world/japan-extends-emergency-control-covid-before-hosting-olympics/
Japan extends virus emergency with safe Olympics at stake,"TOKYO (AP) ！ Japan extended a coronavirus state of emergency in Tokyo and other areas for 20 more days on Friday, with infections still not slowing as it prepares to host the Olympics in just over 50 days....",Atlanta Journal Constitution,2021/5/28,https://www.ajc.com/news/nation-world/japan-extends-virus-emergency-with-safe-olympics-at-stake/RYSSIOC3LJGKBKW7EFHDDUYGCY/
Hartford Athletic making their name in the USL behind a group of players with growing international success,Several Hartford Athletic players are involved with international obligations and will be competing not only in the regular USL season but in World Cup qualifiers and the Tokyo Olympics throughout the summer....,The Courant,2021/5/28,https://www.courant.com/sports/hc-sp-hartford-athletic-international-players-20210528-kstsm4gsejclzos2na56jowog4-story.html
National Sports Council: Screenshot of Malaysia not going to the Olympics fake news,"KUALA LUMPUR, May 28 ！ A screenshot purportedly of Malaysia's participation in the Tokyo Olympics having been rejected, as has gone viral on social media, is fake news, said the National Sports Council (NSC). ""This is fake news. The Malaysia...",Malay Mail Online,2021/5/28,https://www.malaymail.com/news/sports/2021/05/28/national-sports-council-screenshot-of-malaysia-not-going-to-the-olympics-fa/1977848
BWF should look into decision on qualification for Olympics: Kidambi Srikanth,BWF on Friday confirmed that no further tournaments will be played inside the qualifying window and as a result not only Kidambi but Saina Nehwal too missed the bus for the Tokyo Olympics....,Hindustan Times,2021/5/28,https://www.hindustantimes.com/sports/badminton/bwf-should-look-into-decision-on-qualification-for-olympics-kidambi-srikanth-101622225389548.html
'I dreamt to go to the Olympics': Meteoric rise for George,"Mackay will be well represented at the Olympics, with two natives and one Meteorette travelling to Tokyo in the redemption trip for the Opals...",Daily Mercury,2021/5/28,https://www.dailymercury.com.au/news/i-dreamt-to-go-to-the-olympics-meteoric-rise-for-g/4267211/
Olympics-Japan Extends COVID-19 State of Emergency Ahead of Games,Japan extended a state of emergency in Tokyo and other areas by about three weeks to June 20 as the pandemic shows no signs of easing before the Olympics...,The Epoch Times,2021/5/28,https://www.theepochtimes.com/olympics-japan-extends-covid-19-state-of-emergency-ahead-of-games_3834897.html
Semenya fails in Olympic qualifying bid,Caster Semenya has missed the qualifying time in a 5000m race in Durban set up to give her a chance to get to the Tokyo Olympics....,The West Australian,2021/5/28,https://thewest.com.au/sport/olympics/semenya-fails-in-olympic-qualifying-bid-c-2961153
Tokyo Olympics: how Japan's coronavirus failures have left a dark cloud hanging over the Games,"As calls mount for the Tokyo Olympics to be cancelled or postponed, the Japanese government's mishandling of the coronavirus crisis has come into sharp focus....",South China Morning Post,2021/5/29,https://www.scmp.com/comment/opinion/article/3135054/tokyo-olympics-how-japans-coronavirus-failures-have-left-dark-cloud
Former Wallabies star Kerevi eyes Olympics,Australian men's sevens representative Lachie Anderson says former Wallabies star Samu Kerevi can bring some X-factor to the team for the Tokyo Olympics....,Shepparton News,2021/5/29,https://www.sheppnews.com.au/rugby/2021/05/29/4341456/former-wallabies-star-kerevi-eyes-olympics
German gymnast Nguyen out of Olympics with knee injury,German gymnast Marcel Nguyen will miss the upcoming Olympics in Tokyo and fears his career may be over after injuring his right knee....,Idaho Statesman,2021/5/29,https://www.idahostatesman.com/sports/article251745698.html
Jill Scott: My age was no concern but something had to change to get me to the Tokyo Olympics,"""I was thinking today that the word 'old' is in 'gold',"" Jill Scott says with a laugh as she reflects on making the Great Britain squad for the Tokyo Olympics at 34. Her age has not always come with...",The Times,2021/5/29,https://www.thetimes.co.uk/article/jill-scott-my-age-was-no-concern-but-something-had-to-change-to-get-me-to-the-tokyo-olympics-scjsv8sg0
Team GB stars must sign Tokyo Olympic waivers accepting risk of catching and dying of Covid amid axe protests,TEAM GB stars must sign Tokyo Olympics legal waivers that mean they accept risk of catching or dying from Covid-19.Forms sent out to all individuals i...,The Sun,2021/5/29,https://www.thesun.co.uk/sport/15106326/team-gb-tokyo-olympics-covid-waiver/
"Sports Minister Kiren Rijiju says India ready to shine at Olympics, calls for support for athletes","Pushed by a year due to the unprecedented global health crisis, the Tokyo Olympics are scheduled to be held from July 23 to August 8....",Hindustan Times,2021/5/29,https://www.hindustantimes.com/sports/olympics/rijiju-says-india-ready-to-shine-at-olympics-calls-for-support-for-athletes-101622299462361.html
Japan's Dokdo claims raise possibility of Seoul boycotting Tokyo Olympics,"The torch relay route map on the Tokyo Olympics website illustrating Korea's Dokdo as part of Japan's territory has raised the possibility of Seoul boycotting the Summer Games. Dokdo, Korea's easternmost islets, appeared on the official websit...",Korea Herald,2021/5/29,http://www.koreaherald.com/view.php?ud=20210530000129
PV Sindhu 'ready and excited' to represent India at Tokyo Olympics,The Tokyo Olympics will be held from July 23 to August 8 this year after getting postponed in 2020 due to COVID-19....,Hindustan Times,2021/5/29,https://www.hindustantimes.com/sports/pv-sindhu-ready-and-excited-to-represent-india-at-tokyo-olympics-101622306625944.html
Semenya fails in latest bid to qualify for Tokyo Olympics,"Double Olympic 800m champion Caster Semenya failed in her latest bid to qualify for this year's Tokyo Games, finishing well outside the qualifying mark for the 5,000m at the Olympics....",Gulf Times,2021/5/29,https://www.gulf-times.com/story/692638/Semenya-fails-in-latest-bid-to-qualify-for-Tokyo-O
U.S. men fail to qualify for Tokyo Olympics in 3-on-3 basketball; U.S. women clinch spot,"Team USA failed to qualify for the Tokyo Olympics in men's 3-on-3 basketball, a new sport at the Games. The women's 3-on-3 team did clinch a spot....",USA Today,2021/5/30,https://www.usatoday.com/story/sports/olympics/2021/05/30/usa-mens-3-x-3-basketball-team-fails-qualify-tokyo-olympics/5272929001/
Seattle Storm coach Dan Hughes abruptly retires at age 66: 'The rigors of being a head coach in the WNBA have taken their toll on me',"Seattle Storm coach Dan Hughes abruptly announced his retirement Sunday, saying the rigors of being a head coach in the WNBA have taken a toll. Hughes, 66, said he will continue to serve as an assistant coach for the United States at the Tokyo Olympics....",Chicago Tribune,2021/5/30,https://www.chicagotribune.com/sports/sky/ct-seattle-storm-dan-hughes-retires-20210530-e7rdyohvavb5fgexuzqr247tsa-story.html
Athletes warned of 'rings of fire' at Tokyo Games,TOKYO Covid-19 is not the only danger at the Tokyo Olympics.. Read more at straitstimes.com....,The Strait Times,2021/5/30,https://www.straitstimes.com/sport/athletes-warned-of-rings-of-fire-at-tokyo-games
"Former UConn women stars Katie Lou Samuelson, Stefanie Dolson secure USA berth in Tokyo Olympics for 3x3 basketball","With a 21-13 semifinal win Sunday over Spain in the FIBA 3x3 Olympic Qualifying Tournament, the U.S. officially punched their ticket to Tokyo for the sport's inaugural event in the Olympics....",The Courant,2021/5/30,https://www.courant.com/sports/uconn-womens-basketball/hc-sp-uconn-women-3x3-olympics-20210531-20210530-rtqauvbpmfdbljhff23kco5ar4-story.html
"Olympics-Japan considers asking Olympic fans for negative COVID tests, vaccinations - Yomiuri","TOKYO ！ Japan is considering requiring negative COVID-19 test results or vaccination records from fans attending the Tokyo Olympics, the Yomiuri newspaper......",National Post,2021/5/31,https://nationalpost.com/pmn/health-pmn/olympics-japan-considers-asking-olympic-fans-for-negative-covid-tests-vaccinations-yomiuri
What's Next After 'Random' USA 3x3 Men's Basketball Misses Tokyo Olympics,The USA 3x3 men's basketball team failed to qualify for the Tokyo Olympics....,International Business Times,2021/5/31,https://www.ibtimes.com/whats-next-after-random-usa-3x3-mens-basketball-misses-tokyo-olympics-3212834
Tokyo Olympics Fans To Need Vaccination Or Virus Test: Report,Tokyo Olympics fans to need vaccination or virus test: report...,International Business Times,2021/5/31,https://www.ibtimes.com/tokyo-olympics-fans-need-vaccination-or-virus-test-report-3212870
Report: Tokyo Olympics fans to need vaccination or virus test,"TOKYO, May 31 ！ Tokyo Olympics fans may have to be vaccinated or test negative for the coronavirus before being allowed into venues, a Japanese newspaper report said Monday. Cheering, eating, high-fives and drinking alcohol would also be banned unde...",Malay Mail Online,2021/5/31,https://www.malaymail.com/news/sports/2021/05/31/report-tokyo-olympics-fans-to-need-vaccination-or-virus-test/1978348
Tokyo Olympics fans to need vaccination or virus test: report,"TOKYO: Tokyo Olympics fans may have to be vaccinated or test negative for the coronavirus before being allowed into venues, a Japanese newspaper report said Monday....",Bangkok Post,2021/5/31,https://www.bangkokpost.com/sports/2124471/tokyo-olympics-fans-to-need-vaccination-or-virus-test-report
Olympics-World champions US fail to qualify for 3x3 men's basketball,The U.S. men's 33 basketball team have failed to qualify for the Tokyo Olympics after the 2019 world champions lost to the Netherlands in the quarter-finals......,National Post,2021/5/31,https://nationalpost.com/pmn/sports-pmn/olympics-world-champions-us-fail-to-qualify-for-3x3-mens-basketball
"Olympics-Japan considers asking Olympic fans for negative COVID tests, vaccinations - media","TOKYO ！ Japan is considering requiring fans attending the Tokyo Olympics to show negative COVID-19 test results or vaccination records, the Yomiuri newspaper......",National Post,2021/5/31,https://nationalpost.com/pmn/health-pmn/olympics-japan-considers-asking-olympic-fans-for-negative-covid-tests-vaccinations-media
Olympics: Tokyo Games fans to need vaccination or virus test: report,"TOKYO (AFP) - Tokyo Olympics fans may have to be vaccinated or test negative for the coronavirus before being allowed into venues, a Japanese newspaper report said on Monday (May 31).. Read more at straitstimes.com....",The Strait Times,2021/5/31,https://www.straitstimes.com/sport/olympics-tokyo-games-fans-to-need-vaccination-or-virus-test-report
Aussies in 13-year first as they fly to Tokyo,Softball is back in the Olympics for the first time since 2008 and the Aussie Spirit have made a bold move to give themselves the bext chance of success in Covid-ravaged Tokyo...,Daily Mercury,2021/5/31,https://www.dailymercury.com.au/news/aussies-in-13-year-first-as-they-fly-to-tokyo/4268708/
Olympics-Most medical staff needed for Olympics secured - Games official,"TOKYO ！ The organizers of the Tokyo Olympics have secured about 80% of the medical staff needed to stage the Games, a top Olympic official told Reuters on......",National Post,2021/5/31,https://nationalpost.com/pmn/health-pmn/olympics-most-medical-staff-needed-for-olympics-secured-games-official
Tokyo 2020: Japan considers asking Olympics fans for negative Covid tests amid continued public opposition,"Local fans would still be allowed to attend the Tokyo Olympics but only with a negative Covid-19 test, according to a report...",The Independent,2021/5/31,https://www.independent.co.uk/sport/olympics/tokyo-2020-olympic-games-covid-fans-b1856862.html
Australia Softball Team To Be First At Virus-hit Tokyo Olympics,Australia softball team to be first at virus-hit Tokyo Olympics...,International Business Times,2021/5/31,https://www.ibtimes.com/australia-softball-team-be-first-virus-hit-tokyo-olympics-3213134
Olympics: Australia softball team to be first at Tokyo Games,"SYDNEY (AFP) - Australia's softball team flew out on Monday (May 31) destined for Japan, where they will become the first overseas competitors to arrive for the coronavirus-plagued Tokyo Olympics.. Read more at straitstimes.com....",The Strait Times,2021/5/31,https://www.straitstimes.com/sport/olympics-australia-softball-team-to-be-first-at-tokyo-games
Tokyo Olympics: 10 reasons why this summer's Games will be worth the extraordinary wait,"At last, the 2020 Tokyo Olympics are coming into view. The fine-tuning has begun a full year on from when the final preparations should have been coming together....",The Daily Mail,2021/5/31,https://www.dailymail.co.uk/sport/olympics/article-9515671/Tokyo-Olympics-10-reasons-summers-Games-worth-extraordinary-wait.html
Mandy Bujold's chances to compete at Tokyo Olympics face long odds after IOC ruling,"Two years ago, Mandy Bujold took a break from boxing to start a family. Now, because of that pause and the COVID-19 pandemic, the 11 time National champion may not get her chance at the Tokyo Olympics...",The Globe and Mail,2021/5/31,https://www.theglobeandmail.com/sports/olympics/article-mandy-bujolds-chances-to-compete-at-tokyo-olympics-face-long-odds/
"Japan considers asking Olympic fans for negative Covid tests, vaccinations: media","Japan is considering requiring fans attending the Tokyo Olympics to show negative Covid-19 test results or vaccination records, the Yomiuri newspaper reported on Monday, as a new poll showed public opposition to the Games remained strong....",Gulf Times,2021/5/31,https://www.gulf-times.com/story/692772/Japan-considers-asking-Olympic-fans-for-negative-C
Djokovic excited about going to Olympics,Novak Djokovic is excited about going to the Tokyo Olympics but might change his mind about going if there are no spectators....,The West Australian,2021/5/31,https://thewest.com.au/sport/tennis/djokovic-excited-about-going-to-olympics-c-2981810
Aggressive Amit Panghal rattles world champ Zoirov in Asian boxing loss,"India's bright Tokyo Olympics medal prospect runs his Uzbekistan rival, world champion and Rio Games gold medallist, close in an exciting 52kg final....",Hindustan Times,2021/5/31,https://www.hindustantimes.com/sports/others/aggressive-amit-panghal-rattles-world-champ-zoirov-in-asian-boxing-loss-101622484177951.html
Djokovic wants spectators at Olympics,Novak Djokovic is excited about going to the Tokyo Olympics but might change his mind about going if there are no spectators....,Shepparton News,2021/5/31,https://www.sheppnews.com.au/tennis/2021/06/01/4354173/djokovic-wants-spectators-at-olympics
Rival raises issue of transgender in women's event,BRUSSELS Belgian weightlifter Anna van Bellinghen yesterday said allowing transgender New Zealand athlete Laurel Hubbard to compete in the women's event at the July 23-Aug 8 Tokyo Olympics was unfair and that the situation was...,The Strait Times,2021/5/31,https://www.straitstimes.com/sport/rival-raises-issue-of-transgender-in-womens-event
Games have 80% of medical staff,"TOKYO Organisers of the Tokyo Olympics have secured about 80 per cent of the medical staff needed to stage the Games, an organising committee member told Reuters yesterday, amid worries over infections and the slow roll-out of vaccinations in the Japanese...",The Strait Times,2021/5/31,https://www.straitstimes.com/sport/games-have-80-of-medical-staff
"Djokovic says Olympics bid depends on fans presence, Federer unsure","PARIS, June 1 ！ World number one Novak Djokovic said on Monday that he might consider skipping the Tokyo Olympics if the two-week sporting festival takes place without spectators. Roger Federer also sounded less than sure if he would compete in Toky...",Malay Mail Online,2021/5/31,https://www.malaymail.com/news/sports/2021/06/01/djokovic-says-olympics-bid-depends-on-fans-presence-federer-unsure/1978576
Harshest rules: Who would be a spectator in Tokyo?,"Spectators at the Tokyo Olympics may have to show a negative virus test result before being allowed to enter venues and could be ejected if they break rules banning eating, drinking and cheering....",Courier Mail,2021/6/1,https://www.couriermail.com.au/sport/olympics/tokyo-olympics-2021-us-warns-citizens-not-to-travel-to-japan-as-coronavirus-cases-surge/news-story/3f8a4b6fff45ee7dc0fc93cc3176e871
Indian Americans Paddle US' Table Tennis Dream at Tokyo Olympics,An all-Asian team is representing America at the Tokyo Olympics. Here's how their journey began....,The Quint,2021/7/1,https://www.thequint.com/us-nri-news/indian-american-table-tennis-players-to-represent-america-in-tokyo-olympics
Rugby Sevens at the Tokyo Olympics: What you need to know,Here's everything you need to know about rugby sevens at the Tokyo Olympics....,news.com.au,2021/7/1,https://www.news.com.au/sport/rugby-sevens-at-the-tokyo-olympics-what-you-need-to-know/video/0ac2dd6c5148ad56b835b1397f12d945
Japan likely to extend COVID-19 curbs in Tokyo as infections rise -sources,"Japan is likely to extend by two weeks or more coronavirus containment measures in the greater Tokyo area, four government sources said on Thursday, as infection numbers creep up less than a month before the Summer Olympics start. Japan's capital and ...",Yahoo Finance,2021/7/1,https://finance.yahoo.com/news/japan-likely-extend-covid-19-055704914.html
"'Sad, lonely feeling': Tokyo man evicted twice, 50 years apart, for Olympic construction","When Kohei Jinno was evicted from his family home to clear the way for the construction of the National Stadium for the 1964 Tokyo Olympics, he was sad but proud to contribute to Japan in a moment of national triumph. But when he was evicted again in 2013...",Yahoo News,2021/7/1,https://news.yahoo.com/sad-lonely-feeling-tokyo-man-053727698.html
Breastfeeding athletes can bring children to Tokyo: organisers,"Breastfeeding athletes will be allowed to bring children to the Tokyo Olympics ""when necessary"", organisers have announced, after criticism from mothers over tough rules on bringing family to the Games....",news.com.au,2021/7/1,https://www.news.com.au/breaking-news/breastfeeding-athletes-can-bring-children-to-tokyo-organisers/news-story/ede8b58f5062a645fec23fda2f2c2d3b
IOC president Bach to arrive in Tokyo on July 8,"IOC president Thomas Bach will arrive in Japan on July 8, with just over two weeks to go until the opening ceremony of the Tokyo Olympics....",China.org.cn,2021/7/1,http://www.china.org.cn/sports/2021-07/01/content_77599094.htm
Chinese Sportswear Brand Anta Released Olympic Award Uniform of China with High-Tech,"BEIJING, July 01, 2021--Chinese sportswear brand Anta released Team China's podium uniform for coming Tokyo Olympics, which is called...",Yahoo Finance,2021/7/1,https://finance.yahoo.com/news/chinese-sportswear-brand-anta-released-010000485.html
Chinese Sportswear Brand Anta Released Olympic Award Uniform of China with High-Tech,"Chinese sportswear brand Anta released Team China's podium uniform for the upcoming Tokyo Olympics, which is called...",Yahoo Finance,2021/7/1,https://finance.yahoo.com/news/chinese-sportswear-brand-anta-released-005000967.html
Chinese Sportswear Brand Anta Released Olympic Award Uniform Of China With High-Tech,"BEIJING, June 30, 2021 /PRNewswire/ -- Chinese sportswear brand Anta released Team China's podium uniform for the upcoming Tokyo Olympics, which is called...",The Street,2021/7/1,https://www.thestreet.com/press-releases/chinese-sportswear-brand-anta-released-olympic-award-uniform-of-china-with-high-tech-15700387
Breastfeeding Olympians Allowed To Bring Babies To Tokyo,"Canadian basketball player Kim Gaucher, who is breastfeeding her infant daughter, has won in her quest to bring the baby to the Tokyo Olympics....",HuffPost,2021/6/30,https://www.huffpost.com/entry/breastfeeding-olympians-tokyo_n_60dccec5e4b001b8d59bc255
Tokyo may extend coronavirus curbs into Olympics period -media,"Japan is considering an extension of its coronavirus prevention measures in Tokyo and other areas by two weeks to a month, Japanese media said, with less than a month to go until the Tokyo Summer Olympics are set to open. The Japanese capital and other ar...",Yahoo News,2021/6/30,https://news.yahoo.com/tokyo-may-extend-coronavirus-curbs-012054292.html
Judo-Japan judokas aim for 'medal rush' in Tokyo,"Japanese judokas are expected to go on a medal rush at the Tokyo Olympics, bolstering the home country's dominance of the sport born in Japan to the delight of the home fans. At the 2019 world championships in Tokyo, home judokas won a total of 16 med...",Yahoo News,2021/6/30,https://news.yahoo.com/judo-japan-judokas-aim-medal-011835735.html
Olympics-Tokyo may extend coronavirus curbs into Olympics period -media,"Japan is considering an extension of its coronavirus prevention measures in Tokyo and other areas by two weeks to a month, Japanese media said, with less than a month to go until the Tokyo Summer Olympics are set to open. The Japanese capital and other ar...",Yahoo Finance,2021/6/30,https://finance.yahoo.com/news/olympics-tokyo-may-extend-coronavirus-011613099.html
Karate at the Tokyo Olympics: What you need to know,Karate will make its debut at the Tokyo Olympics. Athletes will compete in two disciplines: kumite and kata....,news.com.au,2021/6/29,https://www.news.com.au/sport/karate-at-the-tokyo-olympics-what-you-need-to-know/video/156b1c6f428976822bcd729098219c59
Soccer Star Carli Lloyd Reveals How the Postponed Olympics Helped Mend Her 12-Year Family Rift,"As Carli Lloyd gears up for the Tokyo Olympics, the athlete shares how she's reconnected with her family after a decade-long rift....",E News,2021/6/29,https://www.eonline.com/news/1284679/soccer-star-carli-lloyd-reveals-how-the-postponed-olympics-helped-mend-her-12-year-family-rift
Team USA's Jerry Colangelo Reveals Why Kevin Love Was Included On Their Roster For Tokyo Summer Olympics,Team USA director recently revealed that reason why they decided to include Kevin Love on their roster for the upcoming Tokyo Summer Olympics....,Inquisitr,2021/6/29,https://www.inquisitr.com/6493313/team-usas-jerry-colangelo-reveals-why-kevin-love-was-included-on
