news_title,news_content,news_source,news_pubtime,news_sentiment,news_url
东京奥运会推迟至2021年几月几日？,"东京奥运会推迟至2021年几月几日?还能开吗? 答：官方消息，国际奥林匹克运动会正式决定了东京奥运会将于2021年7月23日到2021年8月8日举行，而东京残奥会将于8月24日—9月5日举行。 东京
 ... 奥委会国际协调委员会先前达成的协议，将采取50多项具体措施来尽可能节省费用。在应对病毒方面也取得了进展，增加了更多措施，包括可能获得的疫苗和快速检测工具。 当时，巴赫指出，虽然距离东京奥运会还有10个月左右，无法预测当时的实际情况，但现在有可能举办大型体育赛事，他对明年更有信心。此外，奥委会和东京奥组委也有信心东京奥运会开幕式将于明年如期举行，并将保持开幕式的形式，但具体内容可能会有所调整。 温馨
 ... ",广州本地宝,2021-04-23,0.0,http://wh.bendibao.com/news/20201225/120008.shtm
蜜罐健身,"中国女篮再出一名将，260斤女魔头入队， 东京奥运会 目标金牌 中国女篮在比赛中的成绩很不错，已经成功晋级了东京奥运会，如今中国女篮又出了一位名将，东京奥运会的目标就是金牌。 这位名将就是 刘禹彤 ，刘禹彤今年才20岁，她的身高已经达到了201厘米，体重达到了260斤，如今她已经入选了东京奥运会的集训名单，是一位非常不错的内线球员。刘禹彤的身体条件在赛场上属于大吨位球员，但是大体重并没有影响
 ... 的篮球运动员。 刘禹彤现在已经参加了很多的比赛，所以赛场经验已经非常丰富，成功入选东京奥运会集训名单是很正常的，中国女篮的知名度虽然没有中国男篮的知名度高，但是她们的刻苦努力以及获得的好成绩，值得被
 ... ",懂车帝,2021-04-25,0.0,https://www.dongchedi.com/ugc/article/1697989454485512
羽毛球男单风云突变！东京奥运冠军从这3人产生？,"羽毛球男单风云突变！东京奥运冠军从这3人产生？ 东京奥运会羽毛球男单比赛在本赛季初，外界普遍认为是日本名将桃田贤斗的天下。可是在短短几个月的时间里，由于疫情的影响，羽毛球各类世界大赛相继推迟或取消
 ... 奥运会的羽毛球男单冠军的争夺更加激烈，你更看好谁呢？ 中国羽毛球男单一哥石宇奇此前饱受伤病困扰，错过了国际和国内的一系列大赛，但随着东京奥运会的临近，石宇奇终于凭借着自己顽强的毅力克服了重重困难，目前
 ... 很好，自己能够更加放心的进行比赛和训练。 对于很久没有打比赛的状况，石宇奇表示自己需要慢慢找回比赛的感觉，而且他相信之后肯定会越来越好。谈及东京奥运会，石宇奇知道对手十分强大，但自己已经做好了艰苦的准备
 ... ",竞报网,2021-04-26,0.0,http://www.thefirst.cn/zonghetiyu/yumaoqiu/213556.html
朱雨玲在直通赛上就是拿第一，东京奥运会她也没戏，这到底为啥呀,"原标题：朱雨玲在直通赛上就是拿第一，东京奥运会她也没戏，这到底为啥呀 朱雨玲在直通赛上就是拿第一，东京奥运会她也没戏，这到底为啥呀 五月份的WTT直通赛马上就要开打了，也是奥运模拟赛，不管被称为什么比赛吧，球迷非常期待那是真的，毕竟又好久没看比赛了，有人说这是确定奥运人选的一场比赛，如果真是这样的话，球迷就更加期待了，比赛还没开始，有人就雷语惊人，就有人说朱雨玲在比赛中就是拿第一，东京奥运会她也没戏，这到底为啥呀？ 朱雨玲 虽然说东京奥运会在一天天逼近，但国乒对奥运参赛人选却守口如瓶，不漏一丝口风，而球迷却实在憋不住了就纷纷猜测，由刚开始的说法不一慢慢变成了众口一词，男乒由“龙蟒胖”三位担当
 ... ",搜狐网,2021-04-26,0.0,http://www.sohu.com/a/463124712_100029139
意大利队夺冠的希望是非常渺茫的，真不知道艾格奴的队友们是咋想的，黑人巨星真无奈,"明年的东京奥运会，意大利女排是奥运会冠军有力的争夺者，意大利队在东京奥运会周期的表现是非常出众的，尤其是她们的头号球星艾格努已经成为世界女子排坛顶尖的接应，东京奥运会周期，中国女排多次同意大利交手，我们多次输给了这个老对手，意大利队已经成为中国女排卫冕奥运会冠军的拦路虎。虽然意大利队的头号球星艾格努非常渴望能够得到明年东京奥运会的冠军，但是从目前的情况来看，意大利队夺冠的希望是非常渺茫的，因为中国女排和塞尔维亚女排为了备战东京奥运会的比赛，已经提前进行了集训，但是意大利队却仍然没有在一起集训，而更让球迷们感到不可思议的是，艾格努的队友依然在放飞自我。艾格努的队友塞拉和齐里切拉等球员纷纷晒出了
 ... ",城市姿势新看点,2021-04-27,0.0,http://www.csitnet.cn/tiyu/5116520.html
刘国梁派谁参加东京奥运会，央视公布“答案”，这6人目标包揽5金,"东京奥运会倒计时100天，国乒的目标是剑指5金，刘国梁会派上参加东京奥运会呢，如今，央视报道给出“答案”，镜头先后对准了这6人——许昕、刘诗雯、马龙、樊振东、陈梦和孙颖莎。 在镜头中，许昕和刘诗雯在搭档混双，两人一起训练。如果刘诗雯能够彻底走出伤病，加上艰苦训练，她还是能够搭档许昕参加东京奥运会。许昕作为双打好手，无论是男双还是混双，他都是国乒的一把利器。 随后，镜头给到了马龙和樊振东，这大概率是国乒参加东京奥运会男单的人选。马龙32岁了，但状态出色，去年国际乒联总决赛，马龙在半决赛和决赛中分别击败许昕和樊振东，拿到了含金量极高的一个冠军。 樊振东是世界第一，状态也是可圈可点，并且樊振东很
 ... ",快资讯_360,2021-04-27,1.0,http://www.360kuai.com/pc/9509e6ba7c285b013
郎平都头疼！中国女排1位置第三人“难产”，主力老将还面临退役,"第三副攻的确难产，没有特别突出的球员，用谁都差不多。随着东京奥运会日益临近，中国女排最终12人参赛大名单逐步成为球迷们关注的焦点，客观说中国女排大名单的框架构造根本曾经肯定，只是个别位置的替补球员还需求认真推敲，这其中就包括令人头疼的副攻位置，这一点中国女排主教练郎平不久之前也公开表态中国女排副攻位置比拟单薄，主要缘由就是主力副攻颜妮年龄较大，而且伤病严重，这会给中国女排在东京奥运会上增加很多不肯定要素，老将颜妮伤病不悲观，而年轻球员的生长又十分迟缓，这确实让主教练郎平颇为头疼。只需没有伤病，东京奥运会中国女排主力副攻人选是没有悬念的，袁心玥和颜妮是目前中国女排副攻位置首选，而至于大家关注的
 ... ",快资讯_360,2021-04-26,0.0,http://www.360kuai.com/pc/941ba7ad06cc331ae
4项第一！中国归化新星大爆发，2次刷新个人纪录，奥运资格稳了,"2021年田径分区邀请赛，22岁归化新星郑妮娜力表现，在首日女子七项全能比赛中参加了4项，4项均为第一，并且2次刷新个人最佳。现在，郑妮娜力的东京奥运会资格稳了。 早在2018年，郑妮娜力就宣布加入
 ... 奥运会的，但因为奥运会延期一年，郑妮娜力赶上了奥运资格赛的末班车。 这次比赛，郑妮娜力展现了技高一筹的实力，女子七项全能赛场，郑妮娜力前四项3718分，暂列第1，东京奥运会的标准线6420，接下来的跳远、标枪和800米三项比赛，她还需要2702分就可达标东京奥运会。 其中，在第一项女子100米栏比赛中，她跑出13秒37，即便是单项，这在国内也是顶尖成绩。第二个项目跳高，郑妮娜力跃过1米82，要知道
 ... ",新浪财经-滚动新闻,2021-04-28,0.0,http://k.sina.com.cn/article_2306880600_8980345800100vsgn.html
在贾秀全指导的带领下，中国女足经过两回合的附加赛后惊险淘汰韩国女足，如愿以偿拿到去往东京奥运会的机票。至此，中国女子三大球项目会师东京，和男子三大球项目的近乎全军覆没形成鲜明对比。近日，东京奥运会女足,"在 贾秀全 指导的带领下，中国女足经过两回合的附加赛后惊险淘汰韩国女足，如愿以偿拿到去往 东京奥运会 的机票。至此，中国女子三大球项目会师东京，和男子三大球项目的近乎全军覆没形成鲜明对比。 近日，东京奥运会女足比赛的分组情况和赛程先后出炉。根据安排，中国女足将先在7月21日与小组最强对手巴西女足交手，接下来的7月24日和7月27日，中国队又将先后遭遇赞比亚女足和 荷兰女足 。总的来说，中国女足的签运和赛程都还不错。不少球迷忍不住为玫瑰们计算小组出线的方式，但也有球迷忍不住感叹，如果中国男足也能出现在东京奥运会男足比赛的小组赛名单中就好了。 中国男足早在今年1月就已经确定失去东京奥运会的参赛
 ... ",懂车帝,2021-04-28,0.0,https://www.dongchedi.com/ugc/article/6955839387439546916
中国女排突收坏消息！郎平奥运夺金遇阻，朱婷袁心玥麻烦了,"我们都知道，此前中国女排的姑娘们在郎平指导的带领下，已经从上海出发前往日本，参加东京奥运会测试赛。如果不出意外的话，东京奥运会排球测试赛将于本周六在日本揭开战幕。作为今年东京奥运会前的重要“预演”，郎导率领的中国女排将借此机会调整节奏，适应比赛场地，为东京奥运会练兵。 事实上，自从25日抵达东京后，郎平教练组第二天就安排球员们投入训练，为了适应东京的有明新场馆可谓是争分夺秒。不过，对于中国女排来说，为了备战即将到来的东京奥运会，只是将“集训”场地从中国城市换成了日本东京。对于4月29日的中日女排比赛，郎平和中田久美两位国家队女性主教练都很重视，并不约而同地对记者表示：想要通过比赛找感觉。 
 ... ",腾讯新闻网,2021-04-29,0.0,https://new.qq.com/omn/20210429/20210429A0CCKW00
东京奥组委正式官宣，中国女篮收喜讯，奥运会首金指日可待,"日前，中国女篮正在积极备战东京奥运会，截止到13日，中国的三大球女子项目的三支球队，女足、女排和女篮都已经拿到了东京奥运会的正赛资格，正可谓巾帼不让须眉，而目前为止，中国男子三大球中，男足和男排已经无缘奥运会资格，男篮仅剩下落选赛上理论上的可能性，所以说今年的东京奥运会我们只能把更多的寄托寄希望于女子三大球的项目上。 其实我们不难发现，在这一次东京奥运会上，中国女排是卫冕冠军，球队的目标自然是
 ... ，球队也期待着在今年的东京奥运会上剑指中国篮球的奥运首金。 说起这支神秘而年轻的中国女篮，其实球队整体的年龄架构算是今年东京奥运会各女子篮球代表队中比较年轻的一支，几个核心球员韩旭、李月汝等人都是
 ... ",快资讯_360,2021-04-30,0.0,http://www.360kuai.com/pc/96e13f72acf34bcbd
女排东京奥运名单定了！3大世界冠军被淘汰，4大替补幸运上位,"中国女排国家队正在宁波北仑进行训练和备战，全力准备即将开始的东京奥运会。中国女排在参加奥运会之前将前往日本，和日本女排进行奥运会之前的测试赛，对于中国女排国家队来说这是一次非常好的机会，通过本次测试赛，中国女排可以发现自己存在的问题，更好的为奥运会进行准备。希望中国女排能够在测试赛上有好的表现。 中国女排国家队为了能够更好地备战东京奥运会，在今年已经进行了两期长时间的封闭性训练。中国女排在第三期
 ... 还是中国女排会派出什么样的阵容出征东京。对于姑娘们来说大家都有一个梦想，那就是参加东京奥运会，但是东京奥运会参赛名额仅仅只有12个，想要在激烈的竞争中脱颖而出是非常有难度的，而每一位中国女排姑娘都不会
 ... ",快资讯_360,2021-04-30,0.0,http://www.360kuai.com/pc/998239a711195fecc
稳了，奥运选拔规则几乎是为刘诗雯量身定制，有望东京成就大满贯,"近日，中国乒协公布了东京奥运会参赛人选的选拔规则，从这份选拔规则来看，几乎是为为什么要这样说呢？我们先来看一下，东京奥运会参赛人选的选拔规则。1、以有利于完成东京奥运会参赛任务、有利于乒乓球项目可持续发展为目的，从主力运动员中选拔大赛成绩突出、对外战绩优异、心理素质和抗压能力强的运动员参加东京奥运会。2、参照世界排名且不唯世界排名的原则，结合近两年内运动员参加一系列国际国内大赛成绩，确定参加
 ... ，在全运会预选赛中，刘诗雯创下了八战全胜的奇迹。从目前公布的选拔规则，可以说这个规则就是为刘诗雯量身定制，刘诗雯完全可以凭借这个规则，顺利入围东京奥运会的单打阵容。如今年仅30岁的刘诗雯，已经获得了5
 ... ",腾讯新闻网,2021-04-30,0.0,https://post.mp.qq.com/kan/article/1913806669-1548188466.html?_wv=2147483777&sig=e223cced63373655fe9da120530211f0&article_id=1548188466&time=1619753952
东京奥运会国家马拉松队名单出炉 云南董国建、杨绍辉、粟国雄、张德顺入围,"东京奥运会国家马拉松队名单出炉 东京奥运会国家马拉松队名单出炉 东京奥运会国家马拉松队名单出炉 云南网讯（记者 娄莹）4月30日，在距离东京奥运会马拉松项目开赛100天之时，中国马拉松队在昆明呈贡体育训练基地召开2021年马拉松项目备战东京奥运会动员大会。动员大会首次公布了东京奥运会国家马拉松队人员名单，其中我省著名马拉松运动员董国建、杨绍辉、粟国雄、张德顺成功入选，知名教练张国伟也领衔入围
 ... 、白丽、李芷萱、史立莹、张新艳。此次大名单的公布意味着马拉松东京奥运会选拔工作圆满结束，同时国家马拉松队正式成立。 动员大会上，张国伟代表教练组明确了下一步的训练目标，全队将认真研究分析对手，制定出更加
 ... ",腾讯新闻网,2021-04-30,0.0,https://new.qq.com/omn/20210430/20210430A0CZT100
游泳——全国冠军赛: 女子400米个人混合泳赛况,"新华社照片，青岛（山东），2021年5月1日5月1日，叶诗文在比赛前。当日，在山东青岛举行的2021年全国游泳冠军赛暨东京奥运会选拔赛女子400米个人混合泳决赛中，浙江队选手叶诗文以4分44秒29的成绩获得季军。新华社记者 许畅 摄新华社照片，青岛（山东），2021年5月1日5月1日，叶诗文在比赛后。当日，在山东青岛举行的2021年全国游泳冠军赛暨东京奥运会选拔赛女子400米个人混合泳决赛中，浙江队选手叶诗文以4分44秒29的成绩获得季军。新华社记者 许畅 摄新华社照片，青岛（山东），2021年5月1日5月1日，叶诗文在比赛中。当日，在山东青岛举行的2021年全国游泳冠军赛暨东京奥运会选拔赛
 ... ",UC头条【APP】（uczzd.cn）,2021-05-01,0.0,http://m.uczzd.cn/ucnews/news?aid=8602989090745026663
女排劲敌公布奥运名单！两黑人巨星意外落选，朱婷卫冕冠军迎良机,"进入到东京奥运会周期之后，意大利女排强势崛起，意大利队现在已经成为中国女排的主要竞争对手。意大利女排在东京奥运会周期连续六次击败中国队，虽然中国女排后面又两次击败了意大利队，但是整体来看意大利女排的实力已经不比中国队差，中国女排想要在东京奥运会上拿到好成绩必须要击败意大利女排。 中国女排之所以和意大利女排比赛时打得比较艰难，最主要的原因就是意大利女排有一位大杀器，她就是超级巨星埃格努。埃格努的
 ... 的球迷非常想知道意大利女排到底会派出什么样的球员出征东京奥运会，因为意大利队在东京奥运会上是夺冠大热门，她们的参赛阵容直接决定着意大利女排能否实现冠军梦想。近期意大利女排终于公布了她们的奥运会备战阵容
 ... ",网易,2021-04-21,1.0,https://www.163.com/dy/article/G84U425U0549KXHH.html?f=post2020_dy_recommends
游泳——全国冠军赛: 傅园慧犯规无缘女子100米仰泳决赛,"新华社照片，青岛（山东），2021年5月2日5月2日，傅园慧在比赛前。当日，在山东青岛举行的2021年全国游泳冠军赛暨东京奥运会选拔赛女子100米仰泳半决赛中，浙江队选手傅园慧因犯规被取消比赛成绩，无缘决赛。新华社记者 许畅 摄新华社照片，青岛（山东），2021年5月2日5月2日，傅园慧在比赛中入水。当日，在山东青岛举行的2021年全国游泳冠军赛暨东京奥运会选拔赛女子100米仰泳半决赛中，浙江队选手傅园慧因犯规被取消比赛成绩，无缘决赛。新华社记者 许畅 摄新华社照片，青岛（山东），2021年5月2日5月2日，傅园慧在比赛后。当日，在山东青岛举行的2021年全国游泳冠军赛暨东京奥运会选拔赛女子
 ... ",UC头条【APP】（uczzd.cn）,2021-05-02,1.0,http://m.uczzd.cn/ucnews/news?aid=12101597276172802312
东京奥运会圣火传递出现新冠病毒集体感染事件 已有6人确诊,"原标题：东京奥运会圣火传递出现新冠病毒集体感染事件 已有6人确诊 来源：快科技继东京奥运会圣火传递过程中出现熄灭的情况后，现在又出现了新意外。据媒体报道，东京奥运会组织委员会宣布，在上个月在鹿儿岛县进行的东京奥运会火炬接力中，多名相关人员确认感染新冠病毒，这也是首次一个县发现多名火炬接力工作人员感染新冠病毒。东京奥运会组织委员会表示，4月27日和28日，东京奥运会火炬接力在鹿儿岛县奄美市和雾岛市
 ... 均佩戴了口罩。迄今为止，在东京奥运会圣火传递活动的相关人员中，共有8名相关人员确诊感染新冠病毒。在4月17日香川县圣火传递中，一名负责交通管制的男性警察确认感染新冠病毒，这也是圣火传递首次人员出现感染
 ... ",新浪网,2021-05-02,1.0,https://finance.sina.com.cn/tech/2021-05-02/doc-ikmxzfmm0227018.shtml
日本圣火传递首次发生集体感染，东京奥运会会继续延后举办吗？,"据日媒5月1日报道，在4月底于 鹿儿岛县 举行的东京奥运会圣火传递中，有6名负责交通的工作人员新冠病毒检测结果呈阳性。鹿儿岛县是日本首次在火炬传递过程中发现多名工作人员感染新冠病毒的县。 东京奥组委
 ... 观看市民等工作。 东京奥运会火炬3月25日开始在日本传递，预计为期121天，将经过全日本所有47个 都道府县 。部分地区由于疫情恶化，接力传递改道或“闭门”举行。 在全球疫情严峻的大环境之下，原定在2020年进行的 东京奥运会 不得不延迟至 2021年 进行，这是一个令人感到遗憾的消息，但却也是不得不做出的艰难决定，毕竟相较之下没有比推迟比赛更好的决定了。 那么2021年东京奥运会如期举行吗? 虽然
 ... ",懂车帝,2021-05-02,1.0,https://www.dongchedi.com/ugc/article/6957610398589682189
3球星为他人做嫁衣!女排感情因素左右奥运名额?江苏女排挺失落,"中国女排同日本女排的奥运会测试赛已经结束了，但是关于在测试赛上出现的一些问题，还需要中国女排国家队回去之后好好地进行总结。对于中国女排的球迷们来说，大家最关注的还是中国女排在东京奥运会上会派出什么样的阵容参加比赛，奥运会测试赛的12人大名单基本上已经显露出了中国女排东京奥运会阵容的情况。 让中国女排的球迷感到有些遗憾的，是三大球星栗垚、刁琳宇和倪非凡并没有获得报名的机会。这三位球员其实在联赛和全运会的赛场上表现是非常抢眼的，球迷们对于她们三位球员寄予厚望，但是从目前的情况来看，这三位球员很有可能为他人做嫁衣。连奥运会的测试赛都无法报名参加，她们参加东京奥运会基本不可能。 通过赛场上的表现来看
 ... ",新浪财经-滚动新闻,2021-05-03,0.0,http://k.sina.com.cn/article_6635132587_18b7c16ab00100uzx7.html
国乒男女队主帅：新乡直通赛不影响奥运选拔,"原标题：国乒男女队主帅：新乡直通赛不影响奥运选拔 因疫情被推迟一年的东京奥运会将于7月23日至8月8日举行，乒乓球比赛几乎横跨全程，为7月24日至8月6日。 新华社河南新乡5月2日电 2021“直通
 ... 资格，并不会影响国乒奥运阵容的走向。 因为全球疫情，国际体育赛事接连停摆，作为东京奥运会前乒坛最重要赛事的釜山世乒赛团体赛也在一再延期后宣布取消，令各国和地区乒乓球选手普遍缺乏国际大赛演练，也给各参赛队伍的奥运布阵施加了难题。 中国乒乓球协会采取积极主动措施，4月26日宣布于“五一”期间举办新乡直通赛，以应对距离东京奥运会只剩不到90天而全球疫情蔓延下国际比赛机会几乎为零的双重压力。 4月29日
 ... ",搜狐网,2021-05-03,1.0,http://www.sohu.com/a/464320585_160914
东安湖体育公园亮相即迎重磅赛事 体操国手悉数登场为奥运一搏,"明日，“相约幸福成都”2021年全国体操锦标赛暨东京奥运会选拔赛、第十四届全运会体操资格赛就将在东安湖体育公园体操馆拉开序幕，这是近期“相约幸福成都”系列赛事规格最高的一场赛事，也是东安湖体育公园承办赛事的开篇之作。据悉，央视体育将全程对比赛进行直播。 三大赛定奥运名单 成都吹响中国体操进军东京号角 还有不到两个月的时间，2021年东京奥运会就将揭幕，中国体操队的奥运选拔也进入关键阶段。 4月下
 ... 发布了《体操项目2021年东京奥运会参赛运动员选拔办法（征求意见稿）》，明确了队员选拔的技术标准，即2021年全国体操锦标赛、奥运会赛前的两次选拔赛，一共三次的比赛的成绩叠加，表现优异的选手将获得东京
 ... ",腾讯新闻网,2021-05-03,0.0,https://new.qq.com/omn/20210503/20210503A06PDR00
仁者厚德载物,"根据奥运测试赛中国女排的15人名单，中国女排参加 东京奥运会 已经确定8人，剩下的7名队员争夺4个参加东京奥运会的名额。 先看一下奥运测试赛中国女排出征15人大名单。 主攻： 朱婷 、 张常宁 
 ... 、 王梦洁 “七仙女”加上第三主攻李盈莹8名队员不出意外肯定入选东京奥运会。 而刘晏含、王媛媛、 杨涵玉 、姚迪、 栗垚 、 刁琳宇 、 倪非凡 7名队员争夺剩下的4个参加东京奥运会的名额。 其中江苏
 ... 与朱婷形影不离，姚迪入选东京奥运会的可能性非常大，而刁琳宇很可能再一次无缘世界三大赛。 2018年世联赛前四站丁霞姚迪两个二传状态低迷，中国女排先后输给 韩国 、 波兰 、 意大利 、美国、 巴西 
 ... ",懂车帝,2021-05-03,1.0,https://www.dongchedi.com/ugc/article/1698727821513731
东方朔566,"《 东京奥运会 测试赛，已宣告中国女排主力二传之争已无悬念》 东京奥运会测试赛中日之战，即让中国女排队员熟悉了东京奥运会比赛场馆；适应了国际大赛的节奏找到了感觉；同时又考察了队员的能力。 测试赛首
 ... 彻底激活了龚翔宇。最终中国队成功逆转日本队，二传姚迪功不可没！ 随着东京奥运会日益临近，中国队主力二传用谁？始终困扰着郎导。而东京奥运会测试赛的结束，这一困扰郎导许久的难题，已经迎刃而解。郎导在东京奥运会可以大胆的派上姚迪了，也让姚迪成为东京奥运会中国队主力二传成为现实！东京奥运会中国队主力二传之争已经没有悬念，非姚迪莫属！ #天津头条# #天津女排# #江苏女排# 
 ... ",懂车帝,2021-05-04,1.0,https://www.dongchedi.com/ugc/article/1698794113720327
最有悬念的跳水世界杯！中国队仅派2人出战，欧美选手笑了！,"日前，2021年跳水世界杯暨东京奥运会资格赛在日本东京水上中心拉开帷幕。意外的是，本次比赛作为跳水霸主的中国队并没有派出强阵出战，仅仅是在女子三米板项目上派出了陈艺文和昌雅妮这两名选手出战，其他比赛项目上中国队全部选择退出争夺。周继红在接受采访时表示，这次参加比赛的主要任务是为了更好地了解和提前感受东京奥运会跳水比赛场地，以便在奥运决战中做到心中有数。http
 ... 的两位选手代表中国队出战，压力其实很大。http://inews.gtimg.com/newsapp_bt/0/13490975071/640 一方面需要拿到好成绩，为东京奥运会蓄力，另一方面也需要
 ... ",腾讯新闻网,2021-05-05,0.0,https://page.om.qq.com/page/O1xx34Jdm790VoW67ceYiLhw0
游泳——全国冠军赛: 汪顺晋级男子200米个人混合泳决赛,"新华社照片，青岛（山东），2021年5月5日5月5日，汪顺在比赛中。当日，在山东青岛举行的2021年全国游泳冠军赛暨东京奥运会选拔赛男子200米个人混合泳半决赛中，浙江队选手汪顺以1分59秒42的成绩位列第一，晋级决赛。新华社记者 许畅 摄新华社照片，青岛（山东），2021年5月5日5月5日，汪顺在比赛前。当日，在山东青岛举行的2021年全国游泳冠军赛暨东京奥运会选拔赛男子200米个人混合泳
 ... 东京奥运会选拔赛男子200米个人混合泳半决赛中，浙江队选手汪顺以1分59秒42的成绩位列第一，晋级决赛。新华社记者 许畅 摄新华社照片，青岛（山东），2021年5月5日5月5日，汪顺在比赛中。当日，在
 ... ",UC头条【APP】（uczzd.cn）,2021-05-05,0.0,http://m.uczzd.cn/ucnews/news?aid=12236769179367483678
"原创
最有悬念的跳水世界杯！中国队仅派2人出战，欧美选手笑了！","原标题：最有悬念的跳水世界杯！中国队仅派2人出战，欧美选手笑了！ 日前，2021年跳水世界杯暨东京奥运会资格赛在日本东京水上中心拉开帷幕。意外的是，本次比赛作为跳水霸主的中国队并没有派出强阵出战，仅仅是在女子三米板项目上派出了陈艺文和昌雅妮这两名选手出战，其他比赛项目上中国队全部选择退出争夺。周继红在接受采访时表示，这次参加比赛的主要任务是为了更好地了解和提前感受东京奥运会跳水比赛场地，以便在
 ... 。 一方面需要拿到好成绩，为东京奥运会蓄力，另一方面也需要熟悉奥运场馆，备战东京奥运会决赛。从双人比赛来看，两人的配合十分默契，个人能力也很突出，不出意外，她们还会出现在东京奥运会的跳板上。而在女子
 ... ",搜狐网,2021-05-05,0.0,http://www.sohu.com/a/464674397_319080
东京奥运会还办不办安倍给美总统打了一通电话，美方这样表态了,"推迟。 今年备受瞩目的东京奥运会，便成了外界关注的焦点——由于疫情影响，东京奥运会将面临取消或推迟。本月12日，国际奥委会主席巴赫表示，2月份以来，他们一直和WTO的专家商讨相关问题，为成功举办2020年奥运会做准备。 巴赫还指出，他们将考虑WTO的建议决定东京奥运会是否取消或推迟。从巴赫的表态中不难看出，出于疫情考虑，国际奥组委开始打算取消或推迟东京奥运会了。 这就意味着，日本为今年奥运会做出的
 ... 围绕防控工作与东京奥运会举办事宜进行了电话会谈。 在这场持续约59分钟的通话中，安倍表示日本将为举办东京奥运会继续采取努力，美总统则积极评价了日本所做的努力，双方还就防控工作与全球经济进行了磋商，确认
 ... ",快资讯_360,2020-05-01,1.0,http://www.360kuai.com/pc/976f45896e02a8a79
疫情反复、民意转向，迟来的东京奥运会前景仍然艰难……,"当地时间2021年1月1日，日本首相菅义伟发表新年感言，表明了对今年夏天举办东京奥运会和残奥会的决心。 此前，由于新冠肺炎疫情大流行，原本定于2020年夏季举办的奥运会计划延期至2021年7月底举行。 没有第三选项的东京奥运会 2021年的第一天，日本首相菅义伟在新年讲话中承诺：“东京奥运会和残奥会将在今年夏天举行。”他将此次活动描述为全世界的团结，并强调“日本将为实现安全、有保障的比赛做好准备”。 最早在2020年3月24日，国际奥委会与东京奥组委发布联合声明表示，鉴于当时疫情形势，东京奥运会需要改期至2020年后，但不迟于2021年夏天举行。3月30日，国际奥委会和东京奥组委联合宣布
 ... ",搜狐网,2021-01-03,0.0,http://www.sohu.com/a/442205518_255783
羽毛球女单冠军马林韧带撕裂， 本周手术恐无缘东京,"北京时间6月1日消息，羽毛球奥运女单冠军马林在训练中受伤，导致左膝前交叉十字韧带和半月板撕裂，而马林透露本周将接受手术，承认不会以最佳状态参加即将到来的东京奥运会。http
 ... 结果，证实马林的左膝前交叉十字韧带和半月板已经撕裂，所以不得不接受手术，这位奥运冠军将在一周内接受手术，手术日期尚未确定。” 《马卡报》认为马林将无缘东京奥运会，而马林在声明中也暗示自己基本上无缘东京
 ... 备战东京奥运会奥运会。但现在看，想以最佳状态出战奥运会是不可能了。但毫无疑问，我会回来的。” 马林自赢得里约奥运会女单冠军之后，饱受伤病影响，2019年1月马林的右膝盖前交叉韧带受伤，直到2019年9月
 ... ",腾讯新闻网,2021-06-01,1.0,https://page.om.qq.com/page/O1Uelt4tyS9o_NiM3uHCqPdA0
时隔40年，东京奥运会再现波折,"日本东京获得2020奥运会和残奥会的举办权。突如其来的疫情让奥运延期，各方都在猜测2020东京奥运会是否在2021年如期举行，就在日本东京申奥成功七周年当天，国际奥委会主席科茨在接受法新社采访时说：不管有没有新冠病毒，推迟的东京奥运都会将在明年如期举行。在奥运会历史上，1940年由日本东京承办奥运会，却在当年因为二战原因取消，因此日本错了举办奥运会的机会；2013年9月7日，日本终于突破重围获得奥运会的举办权，但是今年却又因为疫情原因导致赛事延期。不得不说，日本东京的奥运之路相当的坎坷！奥运会延期，面临巨额的损失以及严峻的国际形势，2021年的东京奥运会真的可以如期举行么？东京奥运会延期面临
 ... ",东方头条,2020-09-13,0.0,http://mini.eastday.com/a/200913235321857.html
天津女排球星年龄没造假！有力证据让人无法质疑，李盈莹机会来了,"中国女排国家队正在全力备战东京奥运会的比赛。对于女排姑娘们来说，能够在东京奥运会上拿到冠军是她们最大的梦想，但是东京奥运会上的竞争对手实力都比较强，中国女排想要站到奥运会冠军的领奖台上还需要付出很多
 ... 冠军就足够了。相信李盈莹现在也不会受到年龄问题的影响，因为她现在所有的精力都放在了东京奥运会的备战上。球迷们也期待李盈莹能够代表中国女排冲击奥运会冠军。 李盈莹现在已经成为中国女排国家队不可或缺的重要选手。在中国女排国家队，虽然李盈莹只是一名替补，但是她的作用是非常明显的，在2018年世锦赛和2019年世界杯上，李盈莹都有着非常出色的表现，所以球迷们也期待她在东京奥运会上能够帮助中国女排冲击最后的
 ... ",腾讯新闻网,2021-02-09,1.0,https://new.qq.com/omn/20210209/20210209A0BKJE00
